City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,east ballina,-28.8667,153.5833,292.48,76,80,2.81,AU,1713216649
365,eldorado at santa fe,35.5264,-105.9347,290.03,15,0,9.26,US,1713216651
366,mount gambier,-37.8333,140.7667,284.35,92,46,2.13,AU,1713216652
367,mitsamiouli,-11.3847,43.2844,301.16,78,100,1.79,KM,1713216653
368,maardu,59.4767,25.025,275.71,88,20,6.71,EE,1713216655
369,griffith,41.5284,-87.4237,298.32,34,0,3.09,US,1713216656
370,chongwe,-15.3292,28.682,291.54,72,51,2.83,ZM,1713216658
371,oleszyce,50.1675,23.0348,281.59,95,100,3.18,PL,1713216659
372,mount vernon,40.9126,-73.8371,299.97,38,75,6.17,US,1713216660
373,galle,6.0367,80.217,299.18,88,97,4.17,LK,1713216662
374,harnosand,62.6323,17.9379,276.16,98,100,1.96,SE,1713216663
375,tchibanga,-2.85,11.0333,297.07,98,73,0.61,GA,1713216665
376,cockburn town,21.4612,-71.1419,300.13,69,40,6.69,TC,1713216668
377,korla,41.7597,86.1469,290.68,16,75,7.11,CN,1713216669
378,al kharijah,25.4514,30.5464,294.94,33,59,3.16,EG,1713216671
379,mil'kovo,55.6078,37.7956,279.5,79,55,5.09,RU,1713216672
380,ciudad madero,22.2667,-97.8333,302.26,74,40,7.96,MX,1713216675
381,benin city,6.335,5.6275,299.79,89,95,0.46,NG,1713216607
382,la ronge,55.1001,-105.2842,287.29,21,75,8.23,CA,1713216678
383,el calafate,-50.3408,-72.2768,285.11,65,96,0.65,AR,1713216679
384,shalqar,47.8333,59.6,286.39,61,99,4.09,KZ,1713216680
385,oriximina,-1.7656,-55.8661,299.05,93,38,0.98,BR,1713216682
386,keflavik,64.0049,-22.5624,274.39,55,20,8.23,IS,1713216683
387,padangsidempuan,1.3667,99.2667,295.82,99,100,0.67,ID,1713216684
388,garbahaarrey,3.3289,42.2209,299.35,79,100,9.71,SO,1713216686
389,aktobe,50.2797,57.2072,284.2,87,20,7.0,KZ,1713216684
390,zhongshu,24.5167,103.7667,288.47,55,0,1.91,CN,1713216689
391,onguday,50.75,86.15,278.26,71,54,0.93,RU,1713216690
392,vail,32.0479,-110.712,295.88,19,0,4.92,US,1713216547
393,brandon,27.9378,-82.2859,304.33,44,0,2.68,US,1713216161
394,palmer,42.1584,-72.3287,293.82,37,40,5.66,US,1713216694
395,calonge,41.8587,3.0793,290.38,47,5,2.26,ES,1713216696
396,viedma,-40.8135,-62.9967,289.8,98,100,4.98,AR,1713216523
397,belabo,4.9333,13.3,297.39,77,78,1.22,CM,1713216699
398,kargasok,59.0556,80.8572,262.57,96,14,1.34,RU,1713216700
399,xining,36.6167,101.7667,281.69,34,91,1.93,CN,1713216702
400,vilhena,-12.7406,-60.1458,299.27,89,0,1.54,BR,1713216703
401,ikovka,55.6089,64.9375,276.04,76,14,3.96,RU,1713216704
402,san salvador de jujuy,-24.1946,-65.2971,287.89,88,84,2.44,AR,1713216575
403,kristinestad,62.2743,21.376,274.87,91,100,3.11,FI,1713216707
404,youhao,47.8667,128.8333,284.16,96,100,0.63,CN,1713216710
405,nebbi,2.4783,31.0889,294.21,85,84,2.59,UG,1713216711
406,atchison,39.563,-95.1216,301.45,57,100,8.72,US,1713216495
407,robbah,33.2797,6.9098,291.95,46,12,3.86,DZ,1713216714
408,acajutla,13.5928,-89.8275,303.72,59,18,3.6,SV,1713216715
409,houma,29.5958,-90.7195,301.48,64,40,6.69,US,1713216717
410,valparaiso,-33.0393,-71.6273,294.34,63,0,4.12,CL,1713216466
411,benjamin constant,-4.3831,-70.0311,303.22,83,20,3.6,BR,1713216719
412,chonchi,-42.6128,-73.8092,287.66,82,41,2.33,CL,1713216721
413,cascavel,-24.9558,-53.4553,295.93,88,75,4.12,BR,1713216618
414,aduthurai,11.0154,79.4809,298.78,84,100,0.5,IN,1713216723
415,kampene,-3.6,26.6667,293.48,97,51,0.54,CD,1713216725
416,carnarvon,-24.8667,113.6333,297.37,46,47,4.02,AU,1713216726
417,karagay,58.2667,54.9368,280.25,82,100,8.57,RU,1713216727
418,rusape,-18.5278,32.1284,285.67,91,21,1.16,ZW,1713216729
419,praia,14.9215,-23.5087,302.45,34,0,3.09,CV,1713216730
420,sambava,-14.2667,50.1667,298.28,87,100,5.0,MG,1713216732
421,batticaloa,7.7102,81.6924,300.21,83,100,1.82,LK,1713216733
422,buala,-8.145,159.5921,301.1,85,91,3.6,SB,1713216735
423,hadsund,56.7148,10.1168,280.13,79,100,6.55,DK,1713216736
424,bamboo flat,11.7,92.7167,300.2,89,20,1.03,IN,1713216738
425,vorkuta,67.5,64.0,268.77,96,100,6.26,RU,1713216740
426,kone,-21.0595,164.8658,298.69,68,87,2.95,NC,1713216741
427,funafuti,-8.5243,179.1942,300.15,94,100,1.54,TV,1713216743
428,valdivia,-39.8142,-73.2459,288.2,93,72,1.9,CL,1713216715
429,luena,-11.7833,19.9167,294.25,88,13,2.06,AO,1713216745
430,fort st. john,56.2499,-120.8529,276.09,87,75,7.72,CA,1713216747
431,tangalle,6.024,80.7911,297.24,86,98,3.93,LK,1713216476
432,kailua-kona,19.6406,-155.9956,301.08,77,40,10.29,US,1713216749
433,la sarre,48.8002,-79.1996,275.59,87,100,5.75,CA,1713216751
434,sao joao da barra,-21.6403,-41.0511,299.2,84,26,6.8,BR,1713216752
435,brokopondo,4.75,-55.1667,299.24,88,42,4.54,SR,1713216754
436,magdagachi,53.45,125.8,272.87,84,20,2.9,RU,1713216755
437,ambositra,-20.5167,47.25,288.72,99,100,1.02,MG,1713216757
438,hancheng,32.5186,112.3522,291.59,87,98,3.38,CN,1713216759
439,emerald,-23.5333,148.1667,293.34,88,90,8.85,AU,1713216761
440,remire-montjoly,4.9167,-52.2667,301.17,89,75,4.63,GF,1713216762
441,kolyshley,52.7005,44.5367,280.7,63,61,5.52,RU,1713216763
442,birjand,32.8663,59.2211,284.41,62,0,8.23,IR,1713216765
443,myeik,12.4333,98.6,300.37,85,1,1.73,MM,1713216766
444,novi pazar,43.1367,20.5122,287.2,59,22,1.99,RS,1713216767
445,taoudenni,22.6783,-3.9836,299.96,17,0,3.49,ML,1713216769
446,puerto baquerizo moreno,-0.9,-89.6,302.7,66,20,7.2,EC,1713216612
447,kajaani,64.2273,27.7285,275.18,87,75,2.57,FI,1713216772
448,songea,-10.6833,35.65,289.57,97,84,0.74,TZ,1713216773
449,gelibolu,40.4103,26.6708,288.07,60,22,1.17,TR,1713216775
450,strezhevoy,60.7333,77.5889,259.24,94,9,1.34,RU,1713216776
451,ljusdal,61.8288,16.0913,274.17,99,99,1.42,SE,1713216777
452,cambria,35.5641,-121.0808,293.28,84,93,2.24,US,1713216738
453,bayanaul,50.7889,75.6956,277.57,64,95,1.71,KZ,1713216780
454,visby,57.6409,18.296,274.72,93,100,1.54,SE,1713216507
455,zhezqazghan,47.7833,67.7667,283.37,57,77,3.07,KZ,1713216783
456,naliya,23.2667,68.8333,298.8,75,68,2.99,IN,1713216784
457,huazhou,21.6333,110.5833,298.37,89,100,3.48,CN,1713216786
458,siran,40.1894,39.1267,282.03,67,20,0.6,TR,1713216787
459,bosaso,11.2842,49.1816,303.48,59,69,3.29,SO,1713216788
460,villa gesell,-37.2639,-56.973,294.29,96,100,12.73,AR,1713216790
461,anaconda,46.1285,-112.9423,286.7,38,86,7.04,US,1713216791
462,berber,18.0216,33.983,299.48,15,44,6.79,SD,1713216792
463,ola,59.5833,151.2833,262.67,83,96,2.13,RU,1713216794
464,ivrindi,39.5839,27.4864,285.5,52,3,2.36,TR,1713216797
465,thunder bay,48.4001,-89.3168,289.1,25,20,5.14,CA,1713216798
466,punta alta,-38.8759,-62.0736,291.32,99,100,4.05,AR,1713216799
467,aleksandrovsk-sakhalinskiy,50.8975,142.1561,282.91,79,97,0.93,RU,1713216801
468,sterling,39.0062,-77.4286,302.15,51,75,9.77,US,1713216710
469,martapura,-3.4167,114.85,296.77,97,41,1.08,ID,1713216804
470,mabaruma,8.2,-59.7833,300.12,76,76,3.13,GY,1713216806
471,savonlinna,61.8699,28.88,276.18,100,100,4.12,FI,1713216807
472,pitkyaranta,61.5734,31.4792,276.77,94,84,3.91,RU,1713216809
473,san luis de la loma,17.2706,-100.8939,302.76,55,100,3.94,MX,1713216810
474,sao vicente,-23.9631,-46.3919,300.25,70,100,3.13,BR,1713216811
475,murrells inlet,33.551,-79.0414,303.82,76,0,7.72,US,1713216782
476,papayal,-4.0761,-80.7361,299.98,69,99,2.65,PE,1713216814
477,parun,35.4207,70.9221,266.07,83,37,5.82,AF,1713216818
478,sabha,27.0377,14.4283,302.48,24,100,8.84,LY,1713216820
479,chongjin,41.7956,129.7758,282.33,88,98,0.45,KP,1713216821
480,csorvas,46.6333,20.8333,287.28,79,3,1.27,HU,1713216823
481,urengoy,65.9667,78.3667,259.24,96,95,4.91,RU,1713216824
482,belmonte,-15.8631,-38.8828,298.52,89,98,5.31,BR,1713216825
483,las heras,-46.5419,-68.9359,290.0,27,48,5.48,AR,1713216642
484,tambopata,-12.7333,-69.1833,303.09,79,40,3.09,PE,1713216828
485,kyshtovka,56.555,76.6271,268.9,91,11,1.34,RU,1713216829
486,sultanah,24.4926,39.5857,293.4,42,0,3.6,SA,1713216831
487,simitli,41.8833,23.1167,290.76,62,1,2.49,BG,1713216832
488,sarmiento,-45.5882,-69.07,290.63,33,75,3.05,AR,1713216833
489,rabaul,-4.1967,152.1721,300.87,78,89,1.05,PG,1713216836
490,chernyshevskiy,63.0128,112.4714,272.72,98,100,2.45,RU,1713216837
491,preobrazheniye,42.9019,133.9064,282.24,90,100,4.36,RU,1713216839
492,barra velha,-26.6322,-48.6847,297.55,96,100,3.35,BR,1713216617
493,mawlamyinegyunn,16.3833,95.2667,300.05,79,1,3.08,MM,1713216841
494,alofi,-19.0595,-169.9187,302.09,79,75,4.12,NU,1713216843
495,amlapura,-8.45,115.6167,297.78,90,57,1.2,ID,1713216844
496,tefe,-3.3542,-64.7114,303.21,79,40,3.09,BR,1713216845
497,patti,31.2808,74.8572,291.19,81,21,2.02,IN,1713216846
498,tolstoy-yurt,43.4444,45.7722,285.33,76,0,2.0,RU,1713216848
499,rio grande,-32.035,-52.0986,298.21,93,100,10.53,BR,1713216753
500,kolonia,50.9333,6.95,279.5,82,75,2.57,DE,1713216674
501,neiafu,-18.65,-173.9833,301.53,83,40,4.63,TO,1713216852
502,terbanggi besar,-4.8667,105.2333,297.46,91,94,0.95,ID,1713216853
503,fisterra,42.9049,-9.2629,285.79,77,25,9.07,ES,1713216854
504,ocean shores,46.9737,-124.1563,286.18,62,40,7.72,US,1713216856
505,kiunga,-6.1219,141.2906,296.87,98,100,0.32,PG,1713216857
506,vanino,49.0869,140.2543,284.22,75,100,0.75,RU,1713216858
507,lazaro cardenas,17.9583,-102.2,301.29,60,90,4.28,MX,1713216730
508,kapa'a,22.0752,-159.319,299.32,66,75,3.09,US,1713216861
509,manokwari,-0.8667,134.0833,299.09,89,100,4.28,ID,1713216862
510,arraial do cabo,-22.9661,-42.0278,298.13,88,75,7.2,BR,1713216863
511,hede,33.7681,120.2517,288.32,91,5,1.65,CN,1713216865
512,princeville,45.7668,-61.2985,282.97,97,100,1.54,CA,1713216866
513,kota belud,6.351,116.4305,298.58,79,0,1.54,MY,1713216593
514,la passe,45.5549,-0.8967,285.38,85,99,8.3,FR,1713216869
515,togur,58.3631,82.8265,268.23,80,14,4.02,RU,1713216870
516,mu'minobod,38.1085,70.0285,281.5,94,100,1.22,TJ,1713216871
517,daru,-9.0763,143.2092,301.43,83,90,2.39,PG,1713216873
518,sovetskaya gavan',48.9723,140.2878,284.32,74,100,0.97,RU,1713216874
519,box elder,41.5005,-112.8764,283.44,59,99,5.26,US,1713216875
520,codrington,-38.2667,141.9667,286.05,86,100,1.46,AU,1713216877
521,gunnedah,-30.9833,150.25,291.69,73,3,1.32,AU,1713216878
522,mercedes,-34.6515,-59.4307,295.9,97,100,7.9,AR,1713216603
523,sisimiut,66.9395,-53.6735,267.01,68,12,4.87,GL,1713216883
524,rio preto da eva,-2.6994,-59.6997,298.8,96,59,1.32,BR,1713216885
525,olenegorsk,68.15,33.3,269.64,93,100,5.41,RU,1713216886
526,choyr,46.3611,108.3611,279.41,36,100,2.63,MN,1713216887
527,inhuma,-6.6683,-41.7078,298.48,85,99,2.3,BR,1713216889
528,truth or consequences,33.1284,-107.2528,297.28,8,0,15.95,US,1713216796
529,salalah,17.0151,54.0924,301.2,78,40,5.66,OM,1713216893
530,escanaba,45.7453,-87.0646,289.13,36,0,4.12,US,1713216740
531,nizhniy kuranakh,58.8353,125.4869,266.99,95,99,0.44,RU,1713216895
532,hatta,24.1167,79.6,303.45,40,66,2.45,IN,1713216896
533,palmerton,40.8015,-75.6102,298.26,33,75,3.09,US,1713216898
534,buenavista del norte,28.3746,-16.861,300.59,60,0,4.91,ES,1713216900
535,rio piracicaba,-19.9292,-43.1742,292.72,90,28,1.46,BR,1713216902
536,ghat,24.9647,10.1728,295.8,23,0,4.68,LY,1713216903
537,grand falls-windsor,48.9332,-55.6649,282.87,65,80,1.79,CA,1713216905
538,thinadhoo,0.5333,72.9333,301.75,75,100,0.4,MV,1713216906
539,tsuruoka,38.7217,139.8217,288.77,73,100,0.57,JP,1713216908
540,ranau,5.9538,116.6641,293.79,99,47,0.15,MY,1713216909
541,sunne,59.8376,13.143,274.38,72,100,1.73,SE,1713216910
542,darwin,-12.4611,130.8418,298.14,83,0,3.09,AU,1713216912
543,usogorsk,63.4106,48.6872,274.63,96,100,4.38,RU,1713216913
544,tuy hoa,13.0833,109.3,295.64,95,28,1.53,VN,1713216915
545,abepura,-2.6333,140.5833,298.6,100,40,1.03,ID,1713216916
546,hengyang,26.8881,112.615,297.38,90,77,1.68,CN,1713216635
547,minas de marcona,-15.2119,-75.1103,289.77,90,87,7.94,PE,1713216919
548,touros,-5.1989,-35.4608,299.74,88,10,4.59,BR,1713216646
549,tahe,52.3333,124.7333,273.91,81,14,2.71,CN,1713216921
550,sitka,57.0531,-135.33,282.09,53,0,6.17,US,1713216797
551,hafar al-batin,28.4328,45.9708,290.47,63,0,5.14,SA,1713216924
552,olinda,-8.0089,-34.8553,301.0,100,40,3.6,BR,1713216633
553,manicore,-5.8092,-61.3003,299.72,87,100,0.97,BR,1713216926
554,gondar,12.6,37.4667,293.39,19,81,2.14,ET,1713216927
555,lensk,60.7253,114.9278,272.73,98,100,1.61,RU,1713216929
556,puerto deseado,-47.7503,-65.8938,287.67,74,53,8.09,AR,1713216689
557,anloga,5.7947,0.8973,302.48,78,86,4.45,GH,1713216931
558,tamanrasset,22.785,5.5228,291.1,20,0,8.23,DZ,1713216932
559,okene,7.5981,6.2318,300.89,73,95,2.12,NG,1713216933
560,taft,31.7471,54.2088,291.12,22,75,2.06,IR,1713216935
561,dickson,36.077,-87.3878,302.51,42,20,4.12,US,1713216852
562,encruzilhada do sul,-30.5439,-52.5219,294.67,98,100,3.0,BR,1713216915
563,ingeniero guillermo n. juarez,-23.9,-61.85,288.23,97,100,1.35,AR,1713216938
564,leh,34.1667,77.5833,271.44,92,99,3.18,IN,1713216939
565,yinzhu,35.8786,119.9753,286.57,90,2,3.14,CN,1713216941
566,acarau,-2.8856,-40.12,299.5,86,73,3.71,BR,1713216942
567,nuku'alofa,-21.1333,-175.2,301.34,74,20,4.12,TO,1713216943
568,walvis bay,-22.9575,14.5053,291.15,54,74,4.44,NA,1713216692
